,start,end,user,speaking
96,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
97,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
98,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
99,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
100,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
101,65.78826928829221,82.31700227105623,"""""",16.528732982764012
102,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
103,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
104,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
105,96.88582338776298,98.71673121867082,"""""",1.830907830907833
106,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
107,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
108,107.16511496282575,109.22488627259706,"""""",2.059771309771307
109,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
110,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
111,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
112,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
113,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
114,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
115,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
116,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
117,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
118,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
119,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
120,0.0,6.325831600831601,"""user-1""",6.325831600831601
121,7.882103257103258,9.575693000693,"""""",1.693589743589743
122,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
123,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
124,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
125,20.933873482816296,36.96742086424928,"""""",16.03354738143298
126,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
127,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
128,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
129,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
130,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
131,65.78826928829221,82.31700227105623,"""""",16.528732982764012
132,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
133,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
134,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
135,96.88582338776298,98.71673121867082,"""""",1.830907830907833
136,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
137,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
138,107.16511496282575,109.22488627259706,"""""",2.059771309771307
139,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
140,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
141,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
142,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
143,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
144,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
145,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
146,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
147,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
148,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
149,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
150,0.0,6.325831600831601,"""user-1""",6.325831600831601
151,7.882103257103258,9.575693000693,"""""",1.693589743589743
152,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
153,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
154,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
155,20.933873482816296,36.96742086424928,"""""",16.03354738143298
156,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
157,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
158,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
159,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
160,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
161,65.78826928829221,82.31700227105623,"""""",16.528732982764012
162,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
163,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
164,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
165,96.88582338776298,98.71673121867082,"""""",1.830907830907833
166,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
167,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
168,107.16511496282575,109.22488627259706,"""""",2.059771309771307
169,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
170,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
171,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
172,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
173,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
174,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
175,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
176,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
177,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
178,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
179,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
180,0.0,6.325831600831601,"""user-1""",6.325831600831601
181,7.882103257103258,9.575693000693,"""""",1.693589743589743
182,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
183,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
184,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
185,20.933873482816296,36.96742086424928,"""""",16.03354738143298
186,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
187,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
188,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
189,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
190,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
191,65.78826928829221,82.31700227105623,"""""",16.528732982764012
192,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
193,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
194,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
195,96.88582338776298,98.71673121867082,"""""",1.830907830907833
196,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
197,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
198,107.16511496282575,109.22488627259706,"""""",2.059771309771307
199,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
200,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
201,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
202,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
203,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
204,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
205,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
206,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
207,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
208,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
209,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
210,0.0,6.325831600831601,"""user-1""",6.325831600831601
211,7.882103257103258,9.575693000693,"""""",1.693589743589743
212,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
213,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
214,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
215,20.933873482816296,36.96742086424928,"""""",16.03354738143298
216,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
217,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
218,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
219,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
220,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
221,65.78826928829221,82.31700227105623,"""""",16.528732982764012
222,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
223,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
224,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
225,96.88582338776298,98.71673121867082,"""""",1.830907830907833
226,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
227,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
228,107.16511496282575,109.22488627259706,"""""",2.059771309771307
229,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
230,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
231,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
232,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
233,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
234,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
235,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
236,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
237,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
238,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
239,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
240,0.0,6.325831600831601,"""user-1""",6.325831600831601
241,7.882103257103258,9.575693000693,"""""",1.693589743589743
242,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
243,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
244,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
245,20.933873482816296,36.96742086424928,"""""",16.03354738143298
246,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
247,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
248,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
249,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
250,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
251,65.78826928829221,82.31700227105623,"""""",16.528732982764012
252,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
253,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
254,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
255,96.88582338776298,98.71673121867082,"""""",1.830907830907833
256,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
257,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
258,107.16511496282575,109.22488627259706,"""""",2.059771309771307
259,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
260,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
261,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
262,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
263,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
264,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
265,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
266,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
267,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
268,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
269,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
270,0.0,6.325831600831601,"""user-1""",6.325831600831601
271,7.882103257103258,9.575693000693,"""""",1.693589743589743
272,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
273,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
274,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
275,20.933873482816296,36.96742086424928,"""""",16.03354738143298
276,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
277,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
278,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
279,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
280,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
281,65.78826928829221,82.31700227105623,"""""",16.528732982764012
282,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
283,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
284,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
285,96.88582338776298,98.71673121867082,"""""",1.830907830907833
286,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
287,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
288,107.16511496282575,109.22488627259706,"""""",2.059771309771307
289,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
290,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
291,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
292,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
293,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
294,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
295,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
296,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
297,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
298,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
299,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
300,0.0,6.325831600831601,"""user-1""",6.325831600831601
301,7.882103257103258,9.575693000693,"""""",1.693589743589743
302,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
303,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
304,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
305,20.933873482816296,36.96742086424928,"""""",16.03354738143298
306,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
307,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
308,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
309,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
310,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
311,65.78826928829221,82.31700227105623,"""""",16.528732982764012
312,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
313,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
314,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
315,96.88582338776298,98.71673121867082,"""""",1.830907830907833
316,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
317,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
318,107.16511496282575,109.22488627259706,"""""",2.059771309771307
319,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
320,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
321,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
322,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
323,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
324,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
325,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
326,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
327,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
328,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
329,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
330,0.0,6.325831600831601,"""user-1""",6.325831600831601
331,7.882103257103258,9.575693000693,"""""",1.693589743589743
332,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
333,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
334,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
335,20.933873482816296,36.96742086424928,"""""",16.03354738143298
336,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
337,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
338,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
339,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
340,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
341,65.78826928829221,82.31700227105623,"""""",16.528732982764012
342,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
343,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
344,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
345,96.88582338776298,98.71673121867082,"""""",1.830907830907833
346,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
347,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
348,107.16511496282575,109.22488627259706,"""""",2.059771309771307
349,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
350,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
351,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
352,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
353,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
354,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
355,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
356,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
357,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
358,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
359,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
360,0.0,6.325831600831601,"""user-1""",6.325831600831601
361,7.882103257103258,9.575693000693,"""""",1.693589743589743
362,11.31505544005544,13.466372141372142,"""noise""",2.151316701316702
363,15.068416493416501,15.114189189189197,"""""",0.045772695772695826
364,16.39582467082468,18.081687736137084,"""none""",1.6858630653124038
365,20.933873482816296,36.96742086424928,"""""",16.03354738143298
366,39.57646452329294,41.45793485879428,"""user-1""",1.8814703355013407
367,49.330838531697964,52.41785231384408,"""noise""",3.0870137821461157
368,55.02034404239308,57.21743343948248,"""user-3""",2.1970893970893997
369,59.04834127039031,59.87224979429884,"""user-3""",0.8239085239085284
370,61.891038217118286,62.767271367294285,"""user-3""",0.8762331501759988
371,65.78826928829221,82.31700227105623,"""""",16.528732982764012
372,84.65140975546372,85.90096377620725,"""none""",1.2495540207435312
373,87.22837195361544,88.60096545290503,"""noise""",1.372593499289593
374,92.07969033162992,94.50564320758279,"""""",2.4259528759528735
375,96.88582338776298,98.71673121867082,"""""",1.830907830907833
376,99.49486704680663,101.0053660073056,"""user-3""",1.510498960498964
377,103.33977349171309,106.06657026428105,"""""",2.7267967725679654
378,107.16511496282575,109.22488627259706,"""""",2.059771309771307
379,110.00302210073289,111.42197566968646,"""noise""",1.4189535689535688
380,113.20711080482161,115.77038176809258,"""user-4""",2.5632709632709663
381,117.7386076863185,120.80537830308911,"""user-1""",3.0667706167706115
382,122.59051343822426,124.2383304860413,"""user-2""",1.6478170478170426
383,124.87562398351132,128.0113473308866,"""""",3.1357233473752757
384,129.47607359561286,131.3985268180661,"""""",1.9224532224532425
385,133.22943464897392,134.3279793475186,"""silence""",1.0985446985446856
386,135.19766056719985,136.98279570233498,"""""",1.7851351351351354
387,139.0009967512632,140.92344997371643,"""user-4""",1.9224532224532425
388,143.02899397926043,149.7575802578467,"""user-4""",6.728586278586278
389,151.33350770560256,153.09546280590573,"""user-3""",1.7619551003031688
